run_id,template_version,stage,parent_run_id,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,partner_type,prompt_text,prompt_hash,prompt_len_chars,prompt_len_tokens_est,s1_decision_hint,s1_rationale_hint
d81d3354ba937a871c291557420ce79e32215faa,v1,S2,231562389ec0f4661b307e3a15b0ee6fd799943d,12,ETH,Ethiopia,single_partner,0,Other,Africa,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Ethiopia.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Design Principles and Responsible Innovation for a Sustainable Digital Economy (Paris-DE)
Abstract: The Paris-DE project develops sustainable design frameworks for ICT innovation, focusing on carbon emission reduction and alignment with the Paris Agreement. It emphasizes responsible innovation in AI, 5G, and digital technologies without specific defense or dual-use applications.
Organisation: Lancaster University   Department: Computing & Communications",7d3d6f873c273df8cffc0a9c5a313b6e88dc236f,878,219,,
bc6adcc9d9f3edc74f2e0082168c6c0db8ab0719,v1,S2,4a62b2b4d9847f1cb3e0fd4b07f9226f43307c7f,25,UKR,Ukraine,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Ukraine.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Joint Open Infrastructure for Networks Research (JOINER)
Abstract: JOINER is a national scale experimentation platform aiming to initially support the EPSRC Future Communications Platforms and other Future Networks R&D initiatives such as DSIT and Innovate UK programs. In the longer term, it will support the wider telco ecosystem in the UK, including academia (inside and outside the Platforms), industry and SMEs. JOINER will achieve this by providing an open and federated state-of-the-art experimental platform able to support collaborative research and experimentation and test outcomes in representative network conditions and appropriate scales. Evaluating Telecoms R&D under representative conditions is critical in order to drive impactful outcomes. There is a strong evidence for this in the UK and Internationally based on 5G trials, smart city testbeds, sector-specific adoption pilots etc. This is because telecommunications networks are inherently heterogenous and complex, supporting a multiplicity of applications and services across many different technologies and software layers over large geographies. Addressing such complexity and co-dependencies across technologies (software and hardware) is a central challenge for future networks and one key focus for 6G. It is important to know that the new applications, the innovative technologies, the novel architectures, the algorithms and protocols that we will collaboratively create through our research in the Hubs and beyond will be fit for future networks by testing them in an environment of representative heterogeneity and scale. Experimentation and testing are becoming an important methodological approach to assess and qualify the diverse design assumptions and choices in realistic conditions. Gaining access to such environment is not possible today as most telecom research facilities are localised and disjoined, and are either (i) laboratories at Universities, Industry (e.g., Adastral Park) or specialist labs (e.g., SONIC, UKTL); or (ii) local testbeds (e.g., 5G and Open RAN testbeds, smart cities, digital health etc.). JOINER will fill this gap by initially federating key existing research facilities mentioned above, while supporting new facilities to join over time, and create a sustainable and scalable research infrastructure for collaborative experimentation. JOINER will be a large-scale host for experimental research, development and testing with common interfaces and services to build on existing and further leverage on future R&D research capital investments in the UK. We have initially identified 12 locations to interconnect giving access to advanced and complimentary research labs and testbeds with a roadmap to upgrade connected facilities and scale to further locations if funding allows. JOINER will offer more than the sum of the existing facilities on their own by providing scale, heterogeneity and reach, as a proxy for real-world network, and therefore increasing the credibility and impact of the experiments and accelerate the potential for translation and commercialisation of academic research. Additionally, it will give us the capability to generate large sets of data that can be shared openly to enable innovation on data-driven services and AI/ML tools, both key for the next generation mobile networks. Furthermore, JOINER will allow to explore new research questions challenging end-to-end assumptions and developing system thinking to Future Networks research. Therefore, JOINER will be not only a key research enabler but also a research project on its own right.
Organisation: University of Bristol   Department: Electrical and Electronic Engineering",7810536d10cd9d3c1a63e962af85dc55da9a067a,4100,1025,,
35c68f1bbf8873900bb2bda651305eee9db15d5e,v1,S2,8e09d51853a80a334d34dc373b6063ef5d087fcd,1,TJK,Tajikistan,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Tajikistan.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: A prototype interface between neutral-atom quantum processors and superconducting circuits
Abstract: Major advances have occurred in the development of new approaches to quantum computing over the last 5 years. Perhaps the most significant of these is an approach that uses individual atoms as qubits, that can be positioned in arbitrary three-dimensional geometries using tightly-focussed laser beams known as optical tweezers. Interactions between these qubits can be turned on and off at will, by exciting them in a controlled way with additional lasers to quantum states very close to their ionisation limits. These states are known as Rydberg states and their extreme properties, and the strong interactions between atoms excited to them, have been key to the rapid recent advances in the development of this type of neutral-atom quantum processor. Neutral-atom quantum processors have been implemented with in up to 200 qubits to solve problems of interest to condensed matter physicists and materials scientists, and possibilities exist to move beyond this limit to perform more complex quantum computations. However, there is also a strong motivation to develop techniques to network spatially separated neutral-atom processors, or to link them to other quantum computing platforms. Through this project, we will develop and demonstrate a prototype quantum interface of this kind. This will be achieved by implementing a quantum link between small numbers of helium atoms in optical tweezers, and superconducting electrical circuits through the controlled transfer of individual microwave photons from one to the other. The experimental tools developed and refined through this work, will provide a path toward the realisation of every larger and more complex quantum processors, with different components optimised for distinct computational tasks.
Organisation: UCL   Department: Physics and Astronomy",85784bcf66331592108a2b2487b325f52e1cf3a1,2334,583,,
31e4154e7fdf3feab42f62ed64bb7871604a3ba6,v1,S2,4a62b2b4d9847f1cb3e0fd4b07f9226f43307c7f,25,SMR,San Marino,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in San Marino.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Joint Open Infrastructure for Networks Research (JOINER)
Abstract: JOINER is a national scale experimentation platform aiming to initially support the EPSRC Future Communications Platforms and other Future Networks R&D initiatives such as DSIT and Innovate UK programs. In the longer term, it will support the wider telco ecosystem in the UK, including academia (inside and outside the Platforms), industry and SMEs. JOINER will achieve this by providing an open and federated state-of-the-art experimental platform able to support collaborative research and experimentation and test outcomes in representative network conditions and appropriate scales. Evaluating Telecoms R&D under representative conditions is critical in order to drive impactful outcomes. There is a strong evidence for this in the UK and Internationally based on 5G trials, smart city testbeds, sector-specific adoption pilots etc. This is because telecommunications networks are inherently heterogenous and complex, supporting a multiplicity of applications and services across many different technologies and software layers over large geographies. Addressing such complexity and co-dependencies across technologies (software and hardware) is a central challenge for future networks and one key focus for 6G. It is important to know that the new applications, the innovative technologies, the novel architectures, the algorithms and protocols that we will collaboratively create through our research in the Hubs and beyond will be fit for future networks by testing them in an environment of representative heterogeneity and scale. Experimentation and testing are becoming an important methodological approach to assess and qualify the diverse design assumptions and choices in realistic conditions. Gaining access to such environment is not possible today as most telecom research facilities are localised and disjoined, and are either (i) laboratories at Universities, Industry (e.g., Adastral Park) or specialist labs (e.g., SONIC, UKTL); or (ii) local testbeds (e.g., 5G and Open RAN testbeds, smart cities, digital health etc.). JOINER will fill this gap by initially federating key existing research facilities mentioned above, while supporting new facilities to join over time, and create a sustainable and scalable research infrastructure for collaborative experimentation. JOINER will be a large-scale host for experimental research, development and testing with common interfaces and services to build on existing and further leverage on future R&D research capital investments in the UK. We have initially identified 12 locations to interconnect giving access to advanced and complimentary research labs and testbeds with a roadmap to upgrade connected facilities and scale to further locations if funding allows. JOINER will offer more than the sum of the existing facilities on their own by providing scale, heterogeneity and reach, as a proxy for real-world network, and therefore increasing the credibility and impact of the experiments and accelerate the potential for translation and commercialisation of academic research. Additionally, it will give us the capability to generate large sets of data that can be shared openly to enable innovation on data-driven services and AI/ML tools, both key for the next generation mobile networks. Furthermore, JOINER will allow to explore new research questions challenging end-to-end assumptions and developing system thinking to Future Networks research. Therefore, JOINER will be not only a key research enabler but also a research project on its own right.
Organisation: University of Bristol   Department: Electrical and Electronic Engineering",8cdb9122f8a60e1a5639a99f725ba3b2661b8b6c,4103,1025,,
28a72b1810c1fbf31575a6b661471a764fcd1d4d,v1,S2,14eeb69bfa305ee67ae8b78c4590eca672a1f061,14,SXM,Sint Maarten (Dutch part),single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Sint Maarten (Dutch part).
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Enabling Transient Computing for Unreliable Internet of Things: A Paradigm Shift for Sensor Systems (PROCEEDING)
Abstract: The project develops energy-resilient sensor systems for IoT applications, with a focus on managing intermittent power conditions through energy harvesting. Applications include agriculture, home automation, and healthcare, with no defense-specific or dual-use technology.
Organisation: Newcastle University   Department: Sch of Engineering",741d68dc29c31e4fdcb35c25c02ddcfdadd2530c,901,225,,
7ffb0fe4e78d99db4f8fe16243cd3536ca49f441,v1,S2,231562389ec0f4661b307e3a15b0ee6fd799943d,12,HMD,Heard Island and McDonald Islands,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Heard Island and McDonald Islands.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Design Principles and Responsible Innovation for a Sustainable Digital Economy (Paris-DE)
Abstract: The Paris-DE project develops sustainable design frameworks for ICT innovation, focusing on carbon emission reduction and alignment with the Paris Agreement. It emphasizes responsible innovation in AI, 5G, and digital technologies without specific defense or dual-use applications.
Organisation: Lancaster University   Department: Computing & Communications",40896dade398ba8aba0c90d76bab21672374c6f9,903,225,,
c4ae00c5b2641d813c9f5fbe426a34e2767efe11,v1,S2,14eeb69bfa305ee67ae8b78c4590eca672a1f061,14,TKM,Turkmenistan,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Turkmenistan.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Enabling Transient Computing for Unreliable Internet of Things: A Paradigm Shift for Sensor Systems (PROCEEDING)
Abstract: The project develops energy-resilient sensor systems for IoT applications, with a focus on managing intermittent power conditions through energy harvesting. Applications include agriculture, home automation, and healthcare, with no defense-specific or dual-use technology.
Organisation: Newcastle University   Department: Sch of Engineering",81606c8eaedfb710f22a0064d6c9f6cf6a408f9e,888,222,,
8eafd7fe13eb04e4e8d96c95f844c0ebd377230a,v1,S2,da047a6ce7d3b336d4b8345709e73f70687392cd,2,ETH,Ethiopia,single_partner,0,Other,Africa,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Ethiopia.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: CBET-EPSRC: TECAN - Telemetry-Enabled Carbon Aware Networking
Abstract: Addressing climate change is of existential importance. The project focuses on reducing carbon emissions in computer networks through innovative metrics, telemetry solutions, and routing algorithms.
Organisation: University of Oxford   Department: Engineering Science",81611183cefa3dc8ec75ff0ec5ce4a6050c45364,760,190,,
287e477cc08d154b600bd5684aecd526b1eb31b4,v1,S2,6c56debef1383b753ff90246483b29f1960fc817,27,AIA,Anguilla,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Anguilla.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: Mastering charge-lattice interactions in novel semiconductors for renewable energy generation
Abstract: Harvesting the energy of sunlight offers a realistic, clean and sustainable solution towards energy generation with net-zero carbon emissions. Such aspiration has created an urgent need for a powerful catalogue of new inorganic or hybrid semiconductors to serve as cheap, efficient and stable light-harvesting materials for solar energy conversion. Particularly desirable are semiconductors enabling low energy pay-back time of fabricated light-harvesting devices, for example by material deposition from solution, low-temperature vapour deposition, or self-assembly of nanoscale building blocks. Intriguingly, many of these materials have recently been found to straddle the boundaries of ""traditional"" hard inorganic semiconductors (e.g. silicon) and classic ""soft"" molecular solids, opening up a complex array of exciting new fundamental science. The unusual properties displayed by such materials, including structural flexibility, strongly anharmonic lattice potentials, ionic migration, nanoscale assembly, or complex charge-screening processes are still poorly understood despite their critical impact on electronic properties and hence device performance. The overarching scientific aim of this Open Fellowship is to provide a paradigm shift in our fundamental understanding of the charge-lattice interactions that govern such effects. Specifically, the programme will reveal how interactions between photogenerated charge carriers and their surrounding ionic lattice affect parameters such as charge-carrier mobilities and recombination, and light-driven lattice instabilities that are critical to performance in energy-harvesting devices. Materials explored will expand from an initial selection of semiconducting metal halides, chalcohalides, metal chalcogenides, bisimides, and antimonides. Through observations across grouped materials clusters, this Fellowship programme will link charge-lattice interactions to attributes such as stoichiometry, electronic and structural dimensionality, lone-pair chemistry, structural flexibility, vibrational and dielectric response, lattice softness and anharmonicity, and ionic mobilities. Importantly, an examination of charge-lattice interaction across such a vast range of semiconducting materials in unison will enable patterns to be discernible that could not be discovered through work carried out on isolated materials. Through a powerful combination of advanced spectroscopic and structural techniques, this Fellowship will establish clear correlations and mechanisms linking core properties critical to efficient light-harvesting with basic material properties at an atomistic, electronic and structural level. This ambitious programme will further co-ordinate activities across a large number of Project Partners and collaborators, inspiring new synthetic activity and providing design tools urgently needed for computational materials screening. Overall, this Fellowship will tackle the complex array of exciting fundamental science arising in ""soft"" inorganic and hybrid semiconductors, seeking to develop new understanding to bridge the gap between existing models for well-established hard and soft semiconductors. The resulting discoveries will provide a blueprint for light-harvesting materials, guiding and accelerating the development of next-generation inorganic and hybrid crystalline semiconductors for the net-zero carbon transition. In addition, this Fellowship will serve as a springboard for advocacy in in the Net Zero area, through interactions with stakeholders, including policy makers, industrial partners, research councils, and learned societies. The Open Fellowship will also be leveraged to create an effective mentoring network for women in energy research in order to widen the talent pool in an area vital to planetary and human health
Organisation: University of Oxford   Department: Oxford Physics",3b2c21955aab1d1fbf28f0a7bf9f3987d3f50e18,4413,1103,,
f1ac5d8065249ca215b5296fffba6abb308c9dd9,v1,S2,874c433633a7450f2b6f57a1bb5420610c645f99,23,NAM,Namibia,single_partner,0,Other,Other,a public university,"Previously you evaluated this project without international partners.

Your prior decision: {FILL_AFTER_S1}
Your prior rationale: {FILL_AFTER_S1}

Now consider this change: an additional project partner is a public university located in Namibia.
Re-evaluate and return:
1) Decision: YES or NO
2) Rationale: 2-4 sentences explaining any change, citing relevant legal concepts for UK.

Project (content unchanged):
Title: GLOW-Energy nested bio system flows: from the home to the hub
Abstract: The aim of this project is to provide an innovative dynamic approach to transform how people manage energy in homes inspired by bees' social organization and communication. A new computational system is developed to identify and communicate inefficiencies found between individual household energy use and community energy demand. Bees have evolved an efficient mechanism to communicate collective needs at an individual level in responsive and targeted ways that humans have not. The new system draws on behavioural patterns found in bees as a way to communicate an optimised approach to managing energy behaviour in homes in a responsive, targeted and effective way. Currently, energy in homes is managed through technologies that are designed to alert users to reduce their use when passing a designed threshold. These thresholds are derived mostly from technical data rather than evidence that takes into account the social values and approaches to community, ways of living and home character. It is well established that despite being alerted to change how they use energy, most users do not alter their behaviour in the longer term. This lack of responsiveness is seen to occur mainly through not taking into account users' values, their homes' social and spatial character and ways of living. Energy demand in housing is growing and diversifying with predicted carbon emissions from homes significantly impacting on health and wellbeing of society as a whole. Without a significant step change in the status quo, the long-term impacts of managing energy demand unsustainably in housing are critical. Working closely with three housing communities and industry partners, the research will use mixed methods to study how energy is used in homes and how this varies between different communities. The existing behavioural patterns across the three housing communities will be studied and identified inefficiencies will be computationally optimised using learning found in bees' communication protocols. The developed computational system prototype will be tested initially through a web-based app, through which potential users could engage in a selection of behaviour change scenarios based on their inputs related to their self-identified behavioural patterns. Engagement and responses from the app will be studied and presented at two separate citizen juries in order to develop a holistic understanding into potential prototype service applications across a range of communities and sectors. The project extends current work in EPSRC Energy and Digital Economy themes and provides multiple benefits not just through the developed prototype but also in evidencing use of innovative mixed methods that may be applied in future technology innovation studies in a range of sectors including energy. Findings will benefit a range of stakeholders including residents, housing developers, energy policymakers, energy technology developers, architects and housing associations. The project will benefit residents through enabling a user-focused and evidence-based approach to managing energy in homes, whilst housing developers can gain a better holistic understanding of how energy is used in homes and how its spatial and social configuration supports net-zero carbon design and development. Energy policymakers will benefit from gaining new insights and an evidence base that offer social and spatial knowledge, household behavioural patterns, and social responses that will better inform future sustainable energy demand management. Building on a growing interest in sustainable energy transitions and energy democracy, this project offers an accelerated approach for both communities and individuals to forge a new relationship with energy. Though the focus is on the energy sector and housing, findings from this project have wider implications and potential benefits in the food supply chain for instance where collective needs necessitate an optimised individual response.
Organisation: University of Strathclyde   Department: Architecture",85ff6e77579f962c038b879ace4621dc5b0a1a6c,4540,1135,,
