run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
78fd85e707a918612c31378878c65f25654d6944,2025-11-03T10:47:41.801690+00:00,1,AND,Andorra,country_only,0,Other,Europe,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1244,NO,"Based on the information provided, there are no specific technical details or end-use concerns that suggest the project involves controlled dual-use technology or sanctioned entities.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or end-use concerns that suggest the project involves controlled dual-use technology or sanctioned entities.",,138,36,174
d21227ce20c8178003e7d02c38c060dcf2d04431,2025-11-03T10:47:42.027432+00:00,1,MAR,Morocco,country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1780,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,137,27,164
ea2b2c52e647ceced23214791668083b7e2d9207,2025-11-03T10:47:42.779525+00:00,1,DJI,Djibouti,country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1549,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,139,27,166
eca3c36a1018c8f5ca5174c5fa6027e55648f315,2025-11-03T10:47:42.844990+00:00,1,JAM,Jamaica,country_only,0,Other,North America,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1264,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,137,27,164
fd43aa01d0e3994c07476852ba24f038f4804db2,2025-11-03T10:47:43.391789+00:00,1,PRI,Puerto Rico,country_only,0,Other,Other,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1481,NO,"Puerto Rico is a territory of the United States, and without specific technical details or known sanctions exposure, the project does not automatically require export control review under UK/EU dual-use regulations.","Decision: NO  
Rationale: Puerto Rico is a territory of the United States, and without specific technical details or known sanctions exposure, the project does not automatically require export control review under UK/EU dual-use regulations.",,138,44,182
7d47fe6ff6ae6f0755359a6a98a85d953a797ee1,2025-11-03T10:47:43.708831+00:00,1,HMD,Heard Island and McDonald Islands,country_only,0,Other,Other,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,2810,NO,"Heard Island and McDonald Islands are not subject to specific UK/EU sanctions, and without additional technical details, the research project does not inherently suggest dual-use concerns.","Decision: NO  
Rationale: Heard Island and McDonald Islands are not subject to specific UK/EU sanctions, and without additional technical details, the research project does not inherently suggest dual-use concerns.",,142,40,182
8f895fd4f2a33849d88978fa267555b154052884,2025-11-03T10:47:44.007676+00:00,1,PRY,Paraguay,country_only,0,Other,South America,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1445,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities that would necessitate an export control review.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities that would necessitate an export control review.",,137,36,173
f88172cbdcf7fe19a4bfe828b77aca8b4995d5ca,2025-11-03T10:47:44.263500+00:00,1,ARM,Armenia,country_only,0,Other,Asia,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1356,NO,"Based on the information provided, there are no specific technical details or sanctions implications indicating that the research activity with a public university in Armenia requires export control review.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or sanctions implications indicating that the research activity with a public university in Armenia requires export control review.",,137,38,175
b4bfd7681c7f0b90d97a6b2ab0109f9e58a843a5,2025-11-03T10:47:44.495648+00:00,1,IND,India,country_only,0,BRICS,Asia,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,1264,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,137,29,166
e7e98a68e226a1817be802b51c8025a0bdd7a10c,2025-11-03T10:47:44.518485+00:00,1,SHN,"Saint Helena, Ascension and Tristan da Cunha",country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.2,2268,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,146,27,173
