run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
78fd85e707a918612c31378878c65f25654d6944,2025-11-03T10:21:13.376424+00:00,1,AND,Andorra,country_only,0,Other,Europe,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3119,NO,"A UK-based academic research project with a public university in Andorra (an EU-associated country) does not trigger export control requirements based solely on the jurisdictional and institutional information provided, as no controlled technologies, sanctioned entities, or restricted end-uses have been specified.","NO

A UK-based academic research project with a public university in Andorra (an EU-associated country) does not trigger export control requirements based solely on the jurisdictional and institutional information provided, as no controlled technologies, sanctioned entities, or restricted end-uses have been specified.",,152,63,215
d21227ce20c8178003e7d02c38c060dcf2d04431,2025-11-03T10:21:13.819107+00:00,1,MAR,Morocco,country_only,0,Other,Africa,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3870,NO,"A UK-based academic research project with a Moroccan public university partner does not trigger UK/EU export control requirements based solely on the information provided, as Morocco is not subject to comprehensive sanctions and no controlled technology or technical details are specified.","NO (not controlled)

A UK-based academic research project with a Moroccan public university partner does not trigger UK/EU export control requirements based solely on the information provided, as Morocco is not subject to comprehensive sanctions and no controlled technology or technical details are specified.",,150,58,208
7d47fe6ff6ae6f0755359a6a98a85d953a797ee1,2025-11-03T10:21:14.607342+00:00,1,HMD,Heard Island and McDonald Islands,country_only,0,Other,Other,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,4008,NO,"This is a standard academic research collaboration between UK and Australian institutions (Heard Island and McDonald Islands are Australian territory), with no technical details indicating controlled dual-use items or sanctioned entities.","NO

This is a standard academic research collaboration between UK and Australian institutions (Heard Island and McDonald Islands are Australian territory), with no technical details indicating controlled dual-use items or sanctioned entities.",,155,43,198
ea2b2c52e647ceced23214791668083b7e2d9207,2025-11-03T10:21:14.896156+00:00,1,DJI,Djibouti,country_only,0,Other,Africa,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3966,NO,"A UK-based academic research project with a public university in Djibouti does not trigger export control requirements based solely on the partner's location, as Djibouti is not subject to comprehensive UK/EU sanctions and no controlled technology or end-use concerns are specified.","NO

A UK-based academic research project with a public university in Djibouti does not trigger export control requirements based solely on the partner's location, as Djibouti is not subject to comprehensive UK/EU sanctions and no controlled technology or end-use concerns are specified.",,154,63,217
eca3c36a1018c8f5ca5174c5fa6027e55648f315,2025-11-03T10:21:15.026369+00:00,1,JAM,Jamaica,country_only,0,Other,North America,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3747,NO,"A UK-based academic research project with a public university in Jamaica does not trigger UK/EU dual-use export controls or sanctions, as Jamaica is not subject to EU sanctions and no controlled technology or technical details are specified.","NO (not controlled)

A UK-based academic research project with a public university in Jamaica does not trigger UK/EU dual-use export controls or sanctions, as Jamaica is not subject to EU sanctions and no controlled technology or technical details are specified.",,150,54,204
e7e98a68e226a1817be802b51c8025a0bdd7a10c,2025-11-03T10:21:15.909048+00:00,1,SHN,"Saint Helena, Ascension and Tristan da Cunha",country_only,0,Other,Africa,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,2502,NO,"Saint Helena, Ascension and Tristan da Cunha is a UK Overseas Territory, so collaboration with a public university there would not constitute international export requiring UK/EU dual-use export control review.","NO

Saint Helena, Ascension and Tristan da Cunha is a UK Overseas Territory, so collaboration with a public university there would not constitute international export requiring UK/EU dual-use export control review.",,163,49,212
fd43aa01d0e3994c07476852ba24f038f4804db2,2025-11-03T10:21:16.135102+00:00,1,PRI,Puerto Rico,country_only,0,Other,Other,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,4524,NO,"Puerto Rico is a US territory and therefore not subject to UK/EU export controls or sanctions that would apply to foreign jurisdictions, making this standard academic collaboration permissible without export control review.","NO (not controlled)

Puerto Rico is a US territory and therefore not subject to UK/EU export controls or sanctions that would apply to foreign jurisdictions, making this standard academic collaboration permissible without export control review.",,151,48,199
8f895fd4f2a33849d88978fa267555b154052884,2025-11-03T10:21:16.578523+00:00,1,PRY,Paraguay,country_only,0,Other,South America,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,2756,NO,"A UK-based academic research project with a public university in Paraguay does not trigger UK/EU export control requirements based solely on the partner's location, as Paraguay is not subject to relevant UK/EU sanctions or dual-use restrictions that would automatically require export control review.","NO (not controlled)

A UK-based academic research project with a public university in Paraguay does not trigger UK/EU export control requirements based solely on the partner's location, as Paraguay is not subject to relevant UK/EU sanctions or dual-use restrictions that would automatically require export control review.",,150,63,213
b4bfd7681c7f0b90d97a6b2ab0109f9e58a843a5,2025-11-03T10:21:18.073700+00:00,1,IND,India,country_only,0,BRICS,Asia,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3131,NO,"A UK-based academic research project with a public university in India does not require export control review based solely on the information provided, as no controlled technology, sanctioned entities, or restricted activities have been specified.","NO

A UK-based academic research project with a public university in India does not require export control review based solely on the information provided, as no controlled technology, sanctioned entities, or restricted activities have been specified.",,150,47,197
f88172cbdcf7fe19a4bfe828b77aca8b4995d5ca,2025-11-03T10:21:18.321274+00:00,1,ARM,Armenia,country_only,0,Other,Asia,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,3700,NO,A UK-based academic research project with a public university in Armenia does not require export control review as Armenia is not subject to UK/EU sanctions and no controlled dual-use items or technology have been specified.,"NO (not controlled)

A UK-based academic research project with a public university in Armenia does not require export control review as Armenia is not subject to UK/EU sanctions and no controlled dual-use items or technology have been specified.",,150,51,201
3930c93ac557e54053925c397d23cf3315813fc8,2025-11-03T10:21:18.507882+00:00,1,TCA,Turks and Caicos Islands,country_only,0,Other,North America,claude-sonnet-4,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,0.0,2581,NO,A UK-based academic research project with a public university in Turks and Caicos Islands (a UK Overseas Territory) does not require export control review as no controlled technology transfer or sanctions concerns are indicated from the limited information provided.,"NO

A UK-based academic research project with a public university in Turks and Caicos Islands (a UK Overseas Territory) does not require export control review as no controlled technology transfer or sanctions concerns are indicated from the limited information provided.",,157,54,211
