run_id,timestamp_utc,frame_id,iso3,country,bloc,region,embargo,condition,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,prompt_body
E4_FULL_manifest_20251109,2025-11-09T15:16:57.388691+00:00,F3,MAF,Saint Martin (French part),Other,Other,0,country,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1325,NO,"NO, because Saint Martin (French part) is not subject to significant US export control restrictions or embargoes, and the collaboration with UK researchers does not inherently trigger a review.","NO, because Saint Martin (French part) is not subject to significant US export control restrictions or embargoes, and the collaboration with UK researchers does not inherently trigger a review.",,70,37,107,research activity located in the United Kingdom collaborating with researchers in Saint Martin (French part).
E4_FULL_manifest_20251109,2025-11-09T15:16:57.910641+00:00,F3,VCT,Saint Vincent and the Grenadines,Other,North America,0,proxy,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1196,NO,"NO, because the collaboration is with a partner from a non-embargoed country and the research activity is located in the United Kingdom, which suggests that the primary export control concerns would be related to the export of goods or technology from the UK, rather than the collaboration itself.","NO, because the collaboration is with a partner from a non-embargoed country and the research activity is located in the United Kingdom, which suggests that the primary export control concerns would be related to the export of goods or technology from the UK, rather than the collaboration itself.",,79,57,136,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T15:16:58.103538+00:00,F2,LBR,Liberia,Other,Africa,1,paraphrase,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1057,YES,"YES, an export control review is required because the project involves the transfer of technology or information from the UK to Liberia, which may be subject to export control regulations due to Liberia's status as a country with potential restrictions.","YES, an export control review is required because the project involves the transfer of technology or information from the UK to Liberia, which may be subject to export control regulations due to Liberia's status as a country with potential restrictions.",,65,44,109,a UK-based research project collaborating with a Liberia-based institution.
E4_FULL_manifest_20251109,2025-11-09T15:16:58.334017+00:00,F2,DJI,Djibouti,Other,Africa,0,proxy,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1960,YES,"YES, an export control review is required because even though the Other bloc is not embargoed, the collaboration may still involve the transfer of controlled items, such as dual-use technology or sensitive research data, that require export licensing.","YES, an export control review is required because even though the Other bloc is not embargoed, the collaboration may still involve the transfer of controlled items, such as dual-use technology or sensitive research data, that require export licensing.",,78,46,124,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T15:16:58.978432+00:00,F2,WLF,Wallis and Futuna,Other,Oceania,0,proxy,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1567,YES,"YES, an export control review is still required to ensure that the collaboration does not involve the transfer of controlled items, including intangible transfers such as technical data or expertise, to unauthorized parties.","YES, an export control review is still required to ensure that the collaboration does not involve the transfer of controlled items, including intangible transfers such as technical data or expertise, to unauthorized parties.",,78,39,117,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T15:16:59.277618+00:00,F3,FSM,"Micronesia, Federated States of",Other,Oceania,0,country,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,697,YES,"YES, an export control review is required because the collaboration involves the transfer of technology or information to a foreign entity, in this case, researchers in the Federated States of Micronesia, which may be subject to export control regulations.","YES, an export control review is required because the collaboration involves the transfer of technology or information to a foreign entity, in this case, researchers in the Federated States of Micronesia, which may be subject to export control regulations.",,74,48,122,"research activity located in the United Kingdom collaborating with researchers in Micronesia, Federated States of."
E4_FULL_manifest_20251109,2025-11-09T15:16:59.456937+00:00,F2,GRL,Greenland,Other,North America,0,proxy,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1525,YES,"YES. An export control review is required because collaboration with a partner from a country that is not embargoed does not automatically exempt the project from export control regulations, as the review is necessary to ensure compliance with UK export control laws and regulations.","YES. An export control review is required because collaboration with a partner from a country that is not embargoed does not automatically exempt the project from export control regulations, as the review is necessary to ensure compliance with UK export control laws and regulations.",,77,49,126,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T15:16:59.669850+00:00,F2,GHA,Ghana,Other,Africa,0,paraphrase,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1398,YES,"YES, an export control review is required because the collaboration involves the transfer of potentially controlled technology or research results from the UK to Ghana, which may be subject to UK and/or international export control regulations.","YES, an export control review is required because the collaboration involves the transfer of potentially controlled technology or research results from the UK to Ghana, which may be subject to UK and/or international export control regulations.",,66,41,107,a UK-based research project collaborating with a Ghana-based institution.
E4_FULL_manifest_20251109,2025-11-09T15:17:00.131892+00:00,F3,COM,Comoros,Other,Africa,0,paraphrase,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1140,YES,"YES. An export control review is required because the collaboration involves the transfer of technology or information to a foreign entity, in this case, the Comoros-based institution, which may be subject to export control regulations.","YES. An export control review is required because the collaboration involves the transfer of technology or information to a foreign entity, in this case, the Comoros-based institution, which may be subject to export control regulations.",,69,44,113,research activity located in the United Kingdom collaborating with a Comoros-based institution.
E4_FULL_manifest_20251109,2025-11-09T15:17:00.667550+00:00,F1,TUV,Tuvalu,Other,Oceania,0,paraphrase,llama3.3,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,0.0,1354,YES,"YES, an export control review is required because the project involves an international collaboration, which may involve the transfer of controlled technologies, software, or data across borders, potentially triggering export control regulations.","YES, an export control review is required because the project involves an international collaboration, which may involve the transfer of controlled technologies, software, or data across borders, potentially triggering export control regulations.",,70,39,109,a research project based in the United Kingdom collaborating with a Tuvalu-based institution.
