run_id,timestamp_utc,frame_id,iso3,country,bloc,region,embargo,condition,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,prompt_body
E4_FULL_manifest_20251109,2025-11-09T13:47:53.929951+00:00,F2,DJI,Djibouti,Other,Africa,0,proxy,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7809,YES,"YES, a review is required because export controls apply not only to the destination but also to the specific items","YES, a review is required because export controls apply not only to the destination but also to the specific items",,63,598,661,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:47:54.319399+00:00,F2,LBR,Liberia,Other,Africa,1,paraphrase,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7531,YES,"YES. An export control review is required to determine if the technology or information being shared is controlled, regardless of","YES. An export control review is required to determine if the technology or information being shared is controlled, regardless of",,52,598,650,a UK-based research project collaborating with a Liberia-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:47:54.825195+00:00,F3,MAF,Saint Martin (French part),Other,Other,0,country,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9026,YES,YES. An export control review is required because the transfer of technology or data from the United Kingdom to any external,YES. An export control review is required because the transfer of technology or data from the United Kingdom to any external,,55,598,653,research activity located in the United Kingdom collaborating with researchers in Saint Martin (French part).
E4_FULL_manifest_20251109,2025-11-09T13:47:55.122993+00:00,F3,VCT,Saint Vincent and the Grenadines,Other,North America,0,proxy,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8666,YES,"YES. An export control review is required to determine if the specific technology or information being shared is controlled, as","YES. An export control review is required to determine if the specific technology or information being shared is controlled, as",,64,598,662,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:47:55.230687+00:00,F2,GRL,Greenland,Other,North America,0,proxy,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7762,YES,"YES. An export control review is required to determine if the specific technology, software, or information being shared is controlled,","YES. An export control review is required to determine if the specific technology, software, or information being shared is controlled,",,63,598,661,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:47:55.588817+00:00,F2,WLF,Wallis and Futuna,Other,Oceania,0,proxy,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8451,YES,"YES. A review is required because the specific technology, software, or information being shared could be controlled,","YES. A review is required because the specific technology, software, or information being shared could be controlled,",,63,598,661,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T13:48:02.281003+00:00,F3,FSM,"Micronesia, Federated States of",Other,Oceania,0,country,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7958,YES,"YES, a review is required to determine if the specific technology or information being shared is subject to UK export","YES, a review is required to determine if the specific technology or information being shared is subject to UK export",,56,598,654,"research activity located in the United Kingdom collaborating with researchers in Micronesia, Federated States of."
E4_FULL_manifest_20251109,2025-11-09T13:48:02.510626+00:00,F3,COM,Comoros,Other,Africa,0,paraphrase,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7672,YES,"YES, a review is required to determine if the specific technology, data, or software being shared is controlled","YES, a review is required to determine if the specific technology, data, or software being shared is controlled",,54,598,652,research activity located in the United Kingdom collaborating with a Comoros-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:48:02.922043+00:00,F1,TUV,Tuvalu,Other,Oceania,0,paraphrase,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7762,YES,"YES. A review is required to determine if the technology, data, or software being shared is on the","YES. A review is required to determine if the technology, data, or software being shared is on the",,55,598,653,a research project based in the United Kingdom collaborating with a Tuvalu-based institution.
E4_FULL_manifest_20251109,2025-11-09T13:48:03.380709+00:00,F2,GHA,Ghana,Other,Africa,0,paraphrase,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9423,YES,"YES. A review is required to determine if the technology, data, or software being shared is on the UK's","YES. A review is required to determine if the technology, data, or software being shared is on the UK's",,52,598,650,a UK-based research project collaborating with a Ghana-based institution.
